"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","default"
360000,"1","1","2",30,-1,"0"
230000,"1","2","2",30,0,"0"
110000,"1","2","2",27,0,"0"
50000,"2","2","1",32,-1,"0"
80000,"1","1","1",38,0,"0"
10000,"2","2","1",32,0,"1"
20000,"1","3","1",52,1,"1"
2e+05,"2","3","2",33,-1,"0"
180000,"1","1","2",40,0,"0"
120000,"2","3","1",69,0,"0"
80000,"2","2","1",47,0,"1"
220000,"1","1","1",50,-1,"0"
360000,"1","1","2",32,-1,"0"
50000,"2","1","2",25,0,"0"
150000,"2","2","1",31,-1,"0"
70000,"2","2","2",27,0,"0"
20000,"2","1","2",25,1,"1"
150000,"2","1","1",32,1,"1"
40000,"1","2","1",35,1,"0"
170000,"1","1","2",27,0,"0"
220000,"2","2","1",37,2,"0"
110000,"2","2","1",41,0,"1"
30000,"2","2","1",47,0,"0"
230000,"2","1","2",32,0,"0"
270000,"2","2","2",38,-2,"0"
360000,"2","1","2",47,2,"1"
180000,"2","2","2",25,0,"0"
360000,"1","2","1",49,1,"1"
280000,"2","1","2",47,0,"0"
170000,"2","1","1",63,0,"0"
50000,"2","2","3",33,0,"0"
160000,"1","3","2",44,-1,"0"
160000,"2","1","2",42,-2,"0"
160000,"2","3","2",24,0,"0"
50000,"1","2","2",27,2,"0"
50000,"2","2","2",49,2,"0"
180000,"2","2","2",30,0,"0"
210000,"2","1","2",38,-2,"0"
20000,"1","2","1",40,1,"0"
570000,"1","1","2",29,-1,"0"
280000,"1","1","2",27,-1,"0"
50000,"2","2","2",24,1,"1"
20000,"2","2","2",46,1,"1"
30000,"1","1","2",28,-1,"1"
240000,"1","1","1",37,0,"0"
30000,"1","1","2",47,2,"0"
90000,"2","2","1",47,0,"0"
60000,"1","2","2",25,0,"0"
5e+05,"1","1","2",34,0,"0"
70000,"1","2","1",34,0,"1"
140000,"1","2","2",27,2,"0"
30000,"1","2","2",32,3,"0"
140000,"1","2","1",55,0,"0"
290000,"1","1","2",44,-2,"0"
360000,"2","1","1",36,-2,"0"
30000,"1","1","2",34,0,"0"
170000,"2","2","1",33,-1,"0"
290000,"1","1","1",46,-1,"0"
270000,"2","2","2",53,1,"0"
2e+05,"1","1","1",49,-1,"1"
140000,"2","1","1",45,-1,"0"
230000,"2","3","2",39,-2,"0"
80000,"1","1","2",26,0,"0"
350000,"1","2","2",36,0,"0"
50000,"2","3","1",42,0,"0"
50000,"1","3","2",32,0,"0"
390000,"2","2","1",45,1,"1"
80000,"2","1","2",25,1,"0"
150000,"2","2","2",23,-2,"0"
10000,"1","2","2",23,0,"0"
1e+05,"1","2","2",31,1,"0"
310000,"2","1","1",41,0,"0"
80000,"1","1","2",31,0,"0"
40000,"1","1","1",46,-1,"1"
180000,"2","2","1",43,-2,"0"
1e+05,"1","1","1",60,1,"0"
140000,"2","1","1",31,-2,"0"
230000,"1","2","2",27,-1,"0"
20000,"1","2","2",24,1,"1"
90000,"2","3","1",55,0,"0"
50000,"1","1","2",29,0,"0"
50000,"2","2","1",39,0,"0"
50000,"1","2","1",51,0,"0"
2e+05,"1","1","2",28,-1,"0"
20000,"1","1","2",23,1,"1"
4e+05,"1","1","2",46,0,"0"
20000,"1","2","2",38,0,"0"
40000,"1","2","2",36,1,"0"
240000,"1","1","2",28,0,"0"
240000,"2","1","1",37,-1,"0"
80000,"2","2","2",38,0,"0"
180000,"1","1","1",37,0,"0"
20000,"2","1","2",22,0,"1"
20000,"1","3","1",44,0,"0"
20000,"1","2","1",41,-1,"0"
360000,"2","2","2",25,-1,"0"
130000,"2","2","1",31,-1,"0"
30000,"1","1","1",47,2,"1"
110000,"2","2","1",33,1,"0"
30000,"1","3","2",46,6,"0"
80000,"2","1","2",26,0,"1"
350000,"2","3","1",31,0,"0"
50000,"2","2","2",24,1,"0"
110000,"2","1","2",23,0,"0"
180000,"2","2","2",32,-1,"0"
440000,"2","5","1",32,0,"0"
1e+05,"2","1","2",42,0,"0"
2e+05,"1","1","2",33,-2,"0"
140000,"2","2","1",39,0,"0"
230000,"2","1","2",31,1,"1"
10000,"2","2","2",44,-2,"1"
280000,"2","2","2",35,0,"0"
310000,"1","2","1",42,-2,"1"
260000,"2","5","1",33,0,"0"
270000,"1","1","2",29,-1,"0"
50000,"1","1","2",23,0,"0"
450000,"1","1","1",46,-1,"0"
190000,"1","3","1",54,1,"0"
290000,"2","1","2",28,0,"0"
480000,"2","1","1",60,-1,"0"
360000,"1","5","1",34,0,"0"
380000,"1","1","2",32,-1,"0"
20000,"1","3","2",24,0,"1"
50000,"1","3","1",52,0,"0"
450000,"1","1","1",34,0,"0"
50000,"2","2","2",24,2,"1"
380000,"1","1","1",34,0,"0"
150000,"2","3","2",34,-2,"0"
50000,"2","2","2",23,0,"0"
150000,"2","1","2",33,1,"0"
50000,"2","3","1",43,0,"0"
50000,"1","2","2",24,0,"0"
230000,"2","1","2",26,-1,"1"
310000,"2","1","2",32,-1,"0"
310000,"2","2","1",34,-1,"0"
50000,"2","2","1",50,0,"0"
240000,"1","2","2",32,1,"0"
4e+05,"2","1","2",26,-1,"0"
90000,"2","2","2",47,0,"0"
50000,"1","3","1",43,2,"0"
250000,"2","1","2",30,0,"0"
2e+05,"1","1","1",44,0,"0"
10000,"1","3","1",37,0,"0"
310000,"1","2","1",36,0,"0"
340000,"2","3","2",46,1,"1"
220000,"1","2","1",34,0,"0"
5e+05,"1","1","2",36,0,"0"
80000,"2","2","1",41,0,"0"
2e+05,"1","1","2",36,0,"0"
270000,"2","2","1",36,-2,"0"
1e+05,"2","2","2",29,2,"1"
1e+05,"1","2","2",29,1,"1"
50000,"1","1","2",25,-2,"0"
260000,"2","3","2",33,1,"0"
1e+05,"2","2","2",24,-1,"0"
240000,"2","3","2",31,-1,"0"
50000,"2","3","1",28,0,"1"
50000,"1","2","2",54,0,"0"
2e+05,"2","1","2",44,0,"0"
150000,"1","2","1",36,2,"1"
150000,"1","2","1",41,0,"0"
50000,"1","2","1",40,0,"0"
1e+05,"1","1","2",27,0,"0"
30000,"1","1","2",25,1,"0"
350000,"2","1","2",31,0,"0"
50000,"1","2","2",50,0,"0"
50000,"2","2","1",34,2,"0"
250000,"2","1","2",43,-1,"0"
3e+05,"2","3","2",24,-1,"1"
80000,"2","2","2",22,-1,"0"
30000,"1","2","1",45,1,"1"
370000,"2","3","2",29,-1,"0"
50000,"1","2","1",43,0,"0"
30000,"2","1","1",22,0,"0"
2e+05,"2","2","2",26,0,"0"
230000,"2","3","1",48,1,"0"
290000,"2","2","2",29,0,"0"
1e+05,"2","2","1",39,-2,"0"
80000,"1","1","2",26,1,"0"
90000,"2","2","2",39,0,"1"
90000,"1","1","1",37,0,"0"
80000,"1","2","2",26,0,"0"
260000,"2","1","2",39,-1,"0"
210000,"1","1","2",34,0,"0"
80000,"2","2","1",26,2,"1"
170000,"2","2","2",25,0,"0"
240000,"2","1","2",38,0,"0"
150000,"2","1","2",32,1,"0"
220000,"2","1","2",28,-1,"0"
80000,"1","1","2",27,0,"0"
160000,"1","1","1",41,-2,"0"
140000,"2","2","1",37,0,"0"
130000,"2","2","2",25,-2,"0"
280000,"2","1","2",34,0,"0"
2e+05,"1","1","2",28,-1,"0"
50000,"1","2","3",36,0,"1"
150000,"2","2","2",44,0,"0"
210000,"2","1","1",36,0,"0"
190000,"1","1","1",39,1,"1"
140000,"2","1","2",28,0,"0"
160000,"2","3","1",41,-1,"0"
180000,"2","1","1",39,0,"1"
20000,"2","1","2",22,0,"0"
50000,"2","2","1",37,0,"0"
150000,"2","1","1",34,1,"0"
210000,"2","3","1",33,0,"0"
5e+05,"2","2","2",43,-1,"0"
70000,"2","2","2",22,0,"0"
1e+05,"1","1","2",27,-1,"1"
20000,"2","2","2",27,0,"0"
20000,"1","2","2",23,0,"0"
50000,"1","2","2",25,2,"1"
340000,"2","3","2",27,1,"0"
130000,"1","1","2",29,0,"0"
320000,"2","2","1",53,0,"0"
220000,"2","1","1",41,7,"1"
50000,"1","3","1",24,0,"1"
150000,"2","1","2",25,0,"0"
5e+05,"1","1","2",29,-1,"0"
220000,"2","1","2",29,-1,"0"
70000,"2","1","2",24,-1,"0"
70000,"2","2","2",24,0,"0"
360000,"2","1","2",26,-2,"0"
1e+05,"1","1","2",30,2,"0"
360000,"1","3","2",30,1,"1"
210000,"2","2","2",29,0,"0"
50000,"2","2","1",34,0,"0"
50000,"2","1","2",25,0,"0"
4e+05,"2","1","2",30,0,"0"
290000,"2","1","1",36,0,"0"
320000,"2","2","1",39,0,"0"
20000,"2","2","1",24,2,"1"
5e+05,"1","1","1",51,0,"0"
290000,"1","1","1",40,0,"0"
50000,"1","1","1",38,0,"0"
50000,"1","1","1",60,0,"0"
390000,"2","3","1",53,-1,"0"
90000,"2","1","2",27,-1,"1"
50000,"2","3","1",53,0,"0"
230000,"2","1","2",28,0,"1"
70000,"1","2","1",37,2,"1"
360000,"2","2","1",36,0,"0"
3e+05,"2","2","2",31,-1,"0"
50000,"1","3","1",51,0,"1"
80000,"2","3","2",26,1,"1"
10000,"1","2","1",50,2,"0"
10000,"1","2","2",28,0,"0"
140000,"2","2","2",29,-1,"0"
1e+05,"1","2","1",50,0,"0"
30000,"1","3","2",42,0,"1"
280000,"1","1","1",49,-1,"0"
80000,"2","1","2",25,1,"1"
30000,"1","2","1",59,0,"0"
390000,"2","1","1",64,1,"1"
10000,"2","3","1",49,-1,"1"
70000,"1","1","1",49,-1,"1"
160000,"2","2","2",37,-1,"0"
80000,"2","2","1",51,1,"0"
30000,"1","2","2",24,0,"1"
2e+05,"2","2","1",40,-1,"0"
60000,"2","1","2",24,-1,"1"
220000,"2","1","1",36,0,"0"
30000,"2","1","1",41,0,"0"
60000,"2","1","2",33,0,"1"
30000,"2","2","2",23,3,"1"
180000,"1","1","2",36,0,"0"
430000,"2","1","1",34,-1,"0"
190000,"1","2","2",28,-2,"1"
20000,"2","3","3",39,0,"0"
150000,"2","1","1",48,-2,"0"
140000,"1","2","2",61,0,"0"
2e+05,"1","1","1",40,-1,"0"
240000,"2","1","2",35,-2,"0"
50000,"1","2","1",33,2,"0"
50000,"1","2","1",37,0,"1"
470000,"1","2","2",34,0,"0"
90000,"1","2","1",37,2,"0"
420000,"2","1","1",45,1,"0"
430000,"2","2","1",32,-2,"0"
150000,"2","5","2",27,-2,"0"
450000,"2","1","1",35,-1,"0"
220000,"2","2","1",41,1,"0"
150000,"1","1","2",35,0,"0"
120000,"1","1","2",31,-1,"0"
80000,"2","1","1",32,-2,"0"
230000,"2","2","2",32,1,"0"
40000,"2","3","1",24,1,"0"
3e+05,"2","2","1",66,1,"0"
360000,"2","2","1",51,-1,"0"
50000,"2","1","2",22,2,"1"
2e+05,"1","1","2",33,-1,"0"
170000,"1","2","1",38,0,"0"
1e+05,"2","3","2",56,0,"0"
20000,"2","1","2",21,0,"0"
20000,"1","3","2",24,-1,"0"
210000,"2","2","1",36,-1,"0"
50000,"2","2","2",29,0,"0"
50000,"1","2","2",42,0,"0"
120000,"1","2","2",26,0,"1"
80000,"2","3","1",52,2,"1"
190000,"1","1","2",29,1,"1"
180000,"2","1","2",31,1,"1"
180000,"1","1","2",29,-1,"1"
110000,"2","2","2",26,0,"0"
220000,"1","1","2",35,-1,"0"
80000,"2","2","2",22,0,"0"
2e+05,"1","1","1",40,-2,"0"
60000,"1","1","1",51,0,"1"
5e+05,"2","1","1",42,1,"1"
3e+05,"1","1","2",33,0,"0"
150000,"2","1","1",30,2,"1"
90000,"2","2","2",24,1,"0"
240000,"1","1","1",44,-1,"1"
190000,"2","2","1",45,0,"0"
80000,"1","1","2",37,1,"0"
5e+05,"2","2","2",37,0,"0"
360000,"2","1","2",42,-2,"0"
60000,"1","3","2",24,0,"0"
140000,"2","1","2",25,-1,"0"
50000,"2","2","1",37,0,"0"
30000,"1","3","1",41,1,"1"
150000,"2","3","1",28,0,"0"
180000,"2","2","1",26,-2,"0"
660000,"2","2","2",33,0,"0"
210000,"1","1","2",28,1,"0"
230000,"2","5","2",52,0,"0"
1e+05,"1","2","1",24,1,"1"
50000,"1","3","1",43,0,"0"
340000,"1","2","1",38,0,"0"
70000,"1","3","0",26,1,"1"
220000,"2","1","1",43,0,"0"
170000,"2","2","1",30,-1,"1"
280000,"1","2","2",26,-2,"0"
370000,"2","1","1",39,0,"0"
450000,"1","1","2",36,-1,"1"
130000,"1","2","2",28,0,"0"
4e+05,"2","1","1",32,1,"0"
90000,"1","1","2",29,0,"0"
450000,"1","1","1",33,-1,"0"
130000,"2","2","2",33,0,"0"
20000,"2","1","2",24,-1,"0"
50000,"2","2","1",27,2,"1"
2e+05,"2","2","2",29,0,"0"
150000,"1","1","2",55,-1,"0"
250000,"2","1","2",40,-1,"0"
270000,"1","1","1",47,-1,"0"
260000,"1","1","2",36,0,"0"
110000,"1","2","1",34,0,"0"
50000,"1","2","2",25,2,"0"
2e+05,"1","2","1",49,-1,"0"
60000,"2","2","2",25,0,"0"
2e+05,"1","2","1",46,1,"0"
50000,"1","3","1",38,-1,"0"
70000,"2","1","2",22,3,"0"
50000,"2","1","2",24,0,"0"
230000,"2","3","2",34,0,"0"
20000,"2","2","1",45,-1,"0"
330000,"1","2","2",28,0,"0"
50000,"2","3","2",51,0,"1"
460000,"1","1","1",42,-1,"0"
30000,"2","2","2",27,0,"1"
2e+05,"1","3","2",30,0,"0"
50000,"1","1","2",23,2,"1"
50000,"1","2","1",38,0,"0"
2e+05,"1","2","1",33,-1,"0"
360000,"2","1","2",38,0,"0"
230000,"1","1","2",43,-1,"0"
2e+05,"2","2","1",34,0,"0"
20000,"1","3","1",51,0,"1"
2e+05,"1","2","1",41,0,"0"
30000,"2","1","2",27,-2,"0"
360000,"2","1","1",31,0,"0"
10000,"1","2","2",29,2,"1"
180000,"2","2","1",34,0,"0"
270000,"1","2","2",31,-2,"0"
240000,"2","2","2",42,1,"1"
280000,"2","2","2",43,0,"0"
330000,"1","2","1",34,-1,"0"
2e+05,"2","3","2",46,-2,"0"
1e+05,"1","3","2",36,2,"0"
170000,"2","1","2",30,2,"1"
210000,"2","1","2",29,0,"0"
1e+05,"1","2","2",26,0,"0"
2e+05,"2","3","1",67,0,"0"
230000,"1","2","2",30,0,"0"
90000,"2","3","2",35,0,"0"
170000,"2","2","1",28,0,"0"
1e+05,"2","2","1",42,2,"1"
20000,"1","3","2",24,0,"0"
50000,"1","3","1",53,0,"0"
180000,"2","3","2",40,-2,"1"
60000,"2","2","1",28,0,"1"
80000,"2","2","1",39,0,"0"
350000,"1","1","1",30,-2,"0"
20000,"1","3","1",28,1,"0"
160000,"2","3","1",30,-1,"0"
150000,"1","3","2",29,1,"1"
150000,"1","3","1",44,0,"0"
50000,"1","2","2",46,0,"0"
5e+05,"1","1","1",45,-1,"0"
480000,"2","2","1",37,-1,"0"
340000,"1","1","2",44,0,"1"
180000,"2","1","1",47,1,"0"
50000,"2","3","3",45,0,"0"
360000,"2","1","2",31,0,"0"
350000,"1","3","1",31,0,"0"
180000,"1","2","2",30,-1,"0"
50000,"1","1","1",34,0,"0"
70000,"2","2","1",31,-1,"1"
40000,"2","3","2",23,2,"1"
270000,"2","1","1",37,-1,"0"
70000,"2","2","2",23,0,"0"
280000,"1","1","2",41,-2,"0"
260000,"2","2","1",42,0,"0"
20000,"2","1","2",23,0,"1"
80000,"2","1","2",26,0,"1"
20000,"1","3","1",27,1,"0"
290000,"1","1","2",37,2,"1"
180000,"2","2","2",33,0,"0"
250000,"2","1","1",43,-1,"0"
230000,"1","1","2",30,0,"0"
240000,"2","2","2",41,0,"0"
190000,"2","2","1",34,0,"0"
2e+05,"1","1","2",29,-1,"0"
30000,"1","2","2",43,0,"0"
180000,"2","3","2",42,0,"0"
210000,"2","1","2",33,-1,"1"
30000,"2","2","1",34,-1,"1"
60000,"2","2","2",44,0,"0"
2e+05,"1","1","1",29,-1,"0"
150000,"2","1","2",35,0,"1"
130000,"2","1","1",41,-1,"1"
210000,"2","2","1",34,0,"0"
140000,"2","2","1",37,-1,"0"
80000,"2","2","1",39,1,"1"
240000,"2","1","1",36,-1,"0"
50000,"1","3","2",44,0,"0"
50000,"1","1","2",30,0,"0"
160000,"1","2","1",49,-1,"0"
260000,"2","1","2",31,-1,"0"
80000,"1","2","2",31,8,"0"
1e+05,"2","2","1",46,-1,"1"
280000,"2","2","1",35,1,"0"
50000,"1","3","2",36,0,"0"
260000,"2","1","2",31,-1,"0"
30000,"1","2","1",36,0,"1"
30000,"2","2","1",25,1,"0"
130000,"1","2","2",33,2,"0"
50000,"2","3","2",48,0,"0"
150000,"1","2","1",35,2,"1"
2e+05,"2","1","1",58,-2,"0"
560000,"1","2","1",32,1,"0"
20000,"1","3","2",26,-1,"0"
270000,"1","1","1",41,-1,"0"
3e+05,"2","1","2",48,2,"1"
1e+05,"2","2","1",29,1,"0"
20000,"1","3","2",43,0,"0"
20000,"1","3","1",69,0,"0"
70000,"1","3","1",56,0,"0"
60000,"2","2","2",31,2,"0"
180000,"2","2","1",51,2,"0"
360000,"2","1","2",31,-1,"0"
2e+05,"1","1","1",34,2,"1"
170000,"2","2","1",42,0,"0"
170000,"2","1","1",51,-2,"0"
60000,"2","3","1",51,1,"0"
30000,"1","2","2",27,1,"1"
140000,"2","1","1",37,0,"0"
20000,"1","1","2",25,0,"0"
20000,"2","1","2",27,0,"0"
520000,"1","1","2",39,-1,"0"
30000,"2","2","2",22,0,"0"
70000,"2","1","2",24,1,"0"
80000,"2","3","1",54,0,"0"
50000,"1","3","1",36,1,"1"
170000,"2","1","2",25,0,"0"
160000,"2","2","2",24,2,"0"
360000,"2","2","2",30,1,"0"
420000,"2","2","2",25,-1,"0"
30000,"1","3","2",45,0,"0"
60000,"1","2","1",36,1,"0"
160000,"2","2","1",31,0,"0"
170000,"2","1","1",44,-2,"0"
20000,"1","3","1",52,1,"1"
290000,"2","1","1",45,-2,"0"
340000,"2","2","2",52,-2,"0"
60000,"1","1","2",31,1,"1"
5e+05,"2","1","1",36,-1,"0"
230000,"2","3","2",54,0,"0"
30000,"2","5","1",53,0,"0"
20000,"1","1","2",25,1,"0"
140000,"2","2","2",30,-1,"0"
5e+05,"1","2","1",31,0,"0"
120000,"2","1","1",39,1,"0"
70000,"2","2","2",25,0,"1"
280000,"2","2","1",50,-1,"0"
130000,"1","2","1",53,-1,"0"
70000,"1","1","2",30,0,"1"
340000,"2","2","1",42,-1,"0"
210000,"1","1","2",28,-1,"0"
80000,"2","2","2",57,-1,"0"
120000,"2","2","2",43,-1,"0"
1e+05,"2","1","2",28,0,"0"
20000,"1","1","2",22,0,"0"
220000,"2","1","1",46,2,"0"
70000,"2","1","2",34,2,"1"
20000,"2","2","1",26,0,"0"
1e+05,"2","2","2",32,0,"0"
110000,"2","2","2",24,0,"0"
80000,"2","3","2",27,2,"0"
30000,"2","1","2",29,1,"0"
30000,"2","2","1",34,0,"0"
60000,"1","1","2",27,0,"1"
50000,"2","1","2",27,0,"0"
260000,"2","2","1",53,0,"0"
5e+05,"2","1","2",29,0,"0"
110000,"2","1","2",35,-1,"0"
30000,"2","3","1",33,2,"0"
180000,"2","1","2",31,-1,"1"
170000,"2","1","1",35,1,"1"
320000,"2","1","1",34,-1,"1"
10000,"2","2","1",53,0,"1"
50000,"1","2","2",26,1,"0"
170000,"2","1","2",32,1,"1"
120000,"2","1","1",51,0,"0"
30000,"2","3","1",47,1,"0"
160000,"1","2","2",29,0,"0"
50000,"2","1","2",27,2,"1"
30000,"2","2","1",44,0,"0"
50000,"1","2","1",36,0,"0"
240000,"2","2","1",45,1,"0"
50000,"1","3","0",50,0,"0"
180000,"2","1","2",31,4,"1"
5e+05,"2","2","2",28,0,"0"
240000,"2","3","2",50,0,"0"
50000,"1","2","2",23,0,"0"
50000,"2","2","1",30,2,"1"
220000,"1","1","2",38,0,"0"
2e+05,"1","2","1",36,1,"1"
230000,"2","1","1",35,-1,"0"
20000,"1","3","2",56,0,"0"
130000,"2","1","1",37,2,"1"
1e+05,"1","2","1",50,0,"0"
20000,"1","2","2",39,0,"1"
50000,"2","2","2",26,0,"0"
140000,"1","3","1",45,2,"1"
90000,"1","2","2",32,0,"0"
290000,"2","1","1",39,1,"0"
180000,"2","2","2",34,0,"1"
2e+05,"2","3","1",57,1,"1"
110000,"1","1","1",32,2,"1"
50000,"1","3","2",28,0,"0"
290000,"2","2","1",48,-2,"0"
380000,"1","1","1",46,2,"1"
480000,"1","2","1",39,0,"0"
30000,"2","2","2",22,0,"0"
380000,"1","1","1",50,0,"0"
340000,"2","1","1",42,0,"0"
30000,"2","2","2",22,0,"0"
2e+05,"1","3","1",29,-1,"0"
360000,"2","1","2",30,0,"0"
160000,"1","1","1",49,-1,"1"
50000,"1","2","2",40,1,"0"
2e+05,"1","2","2",32,-2,"0"
60000,"1","2","2",30,0,"0"
80000,"2","3","1",53,-1,"0"
1e+05,"2","2","1",38,2,"1"
330000,"1","1","1",37,-2,"1"
5e+05,"2","1","2",44,-2,"0"
180000,"2","2","1",32,0,"0"
2e+05,"2","2","1",44,0,"0"
420000,"2","1","1",39,0,"0"
110000,"2","2","2",23,0,"0"
50000,"2","2","1",24,2,"1"
130000,"2","3","1",46,0,"1"
250000,"1","2","1",36,0,"0"
50000,"2","2","2",26,-1,"0"
260000,"1","2","1",43,0,"0"
240000,"1","2","1",54,0,"0"
3e+05,"2","1","2",28,0,"0"
2e+05,"2","1","1",35,-1,"0"
6e+05,"2","3","1",46,-1,"0"
130000,"2","2","2",29,0,"0"
150000,"2","1","2",28,-2,"0"
2e+05,"1","1","2",30,-2,"0"
80000,"2","2","1",34,1,"1"
60000,"2","2","1",34,0,"0"
360000,"1","2","1",31,1,"0"
110000,"2","4","1",37,0,"0"
70000,"2","3","1",35,3,"1"
50000,"1","1","2",27,1,"1"
10000,"2","2","2",46,0,"1"
120000,"1","1","1",51,0,"0"
220000,"1","2","1",41,-1,"0"
440000,"1","1","2",33,-1,"1"
50000,"1","2","1",49,-1,"0"
210000,"1","2","2",32,0,"0"
490000,"2","2","2",34,0,"0"
160000,"1","1","2",30,-1,"0"
180000,"2","2","1",39,0,"0"
330000,"2","2","1",45,0,"0"
20000,"1","2","2",34,0,"0"
120000,"2","2","2",37,0,"0"
360000,"2","1","2",30,-2,"0"
440000,"2","5","2",29,0,"0"
70000,"2","2","2",34,0,"0"
230000,"2","1","1",44,1,"0"
30000,"1","2","2",28,2,"1"
260000,"1","2","1",34,0,"0"
30000,"1","2","2",25,2,"1"
20000,"2","3","3",56,-1,"1"
70000,"2","3","2",55,0,"0"
90000,"1","3","1",31,0,"0"
70000,"2","2","2",30,2,"1"
30000,"2","2","2",22,1,"0"
270000,"1","2","1",51,0,"0"
30000,"1","2","1",35,0,"0"
410000,"2","1","1",46,-2,"1"
240000,"1","2","2",30,0,"0"
30000,"2","2","2",31,0,"0"
110000,"1","2","1",32,0,"0"
20000,"1","2","2",24,0,"0"
5e+05,"1","3","1",55,-2,"0"
240000,"2","2","2",32,0,"0"
140000,"2","2","2",25,0,"0"
50000,"1","1","2",24,0,"0"
130000,"1","1","2",27,0,"0"
50000,"2","3","1",51,0,"1"
260000,"2","1","2",25,-1,"0"
1e+05,"1","2","1",35,-1,"0"
30000,"2","3","1",47,2,"1"
60000,"1","1","2",26,-1,"0"
20000,"2","3","1",35,0,"1"
60000,"2","2","1",24,3,"1"
350000,"2","2","3",44,2,"0"
130000,"2","2","1",41,2,"1"
390000,"2","2","2",26,2,"0"
460000,"1","1","1",39,2,"1"
30000,"1","3","2",31,0,"1"
170000,"2","2","1",35,-1,"1"
20000,"1","2","2",27,3,"1"
260000,"1","2","1",31,0,"0"
190000,"2","1","2",32,0,"0"
480000,"1","1","1",37,0,"0"
60000,"1","2","2",33,0,"0"
260000,"2","1","1",38,0,"0"
50000,"2","3","2",50,-2,"0"
160000,"2","1","2",25,0,"0"
280000,"2","1","2",29,-1,"0"
290000,"2","3","1",29,0,"0"
240000,"2","3","1",36,-1,"0"
20000,"2","2","1",41,0,"0"
230000,"2","3","1",40,-1,"0"
120000,"2","2","1",31,0,"1"
4e+05,"1","1","2",28,-2,"0"
80000,"1","2","1",34,1,"0"
2e+05,"2","1","1",37,0,"0"
20000,"1","2","1",48,1,"1"
1e+05,"1","2","2",26,-1,"1"
150000,"1","2","3",25,-1,"1"
180000,"2","2","2",23,0,"1"
5e+05,"2","2","1",47,-1,"1"
360000,"2","2","2",46,-1,"0"
320000,"1","1","2",38,-1,"0"
220000,"1","1","1",42,1,"1"
50000,"2","1","2",36,1,"1"
310000,"1","1","1",47,-2,"0"
50000,"1","2","2",50,0,"0"
160000,"2","2","2",23,0,"0"
280000,"2","2","1",40,-1,"0"
20000,"1","3","2",44,4,"1"
60000,"1","1","2",24,-1,"1"
390000,"1","2","1",37,0,"0"
50000,"1","2","2",25,1,"0"
450000,"1","1","2",31,-1,"0"
180000,"1","2","2",26,0,"0"
140000,"1","3","2",30,2,"0"
40000,"2","2","2",33,1,"0"
80000,"1","2","2",26,0,"0"
240000,"2","3","2",35,-1,"0"
80000,"1","2","2",33,0,"0"
360000,"2","3","1",45,0,"0"
3e+05,"2","2","1",31,-1,"0"
390000,"2","1","2",29,-2,"0"
320000,"1","1","1",37,-1,"1"
220000,"2","1","1",26,0,"0"
340000,"2","1","2",29,0,"0"
90000,"2","2","1",32,1,"0"
130000,"2","2","2",33,0,"0"
160000,"1","2","1",37,2,"1"
280000,"1","1","1",38,-2,"1"
310000,"2","2","2",38,-1,"0"
130000,"1","2","2",29,0,"0"
180000,"2","2","1",30,0,"0"
30000,"1","2","1",39,1,"0"
170000,"2","2","2",34,-1,"1"
240000,"1","1","1",29,-1,"0"
70000,"1","1","2",31,0,"0"
110000,"2","1","2",28,1,"1"
20000,"2","3","1",23,1,"1"
210000,"2","1","2",30,-1,"0"
20000,"2","2","2",21,0,"0"
360000,"2","2","1",43,-1,"0"
80000,"1","3","1",59,0,"0"
170000,"2","1","2",34,0,"0"
70000,"2","2","2",30,0,"0"
110000,"1","2","1",30,0,"0"
10000,"2","1","2",27,0,"0"
60000,"2","1","2",23,0,"0"
220000,"1","1","1",39,0,"0"
50000,"1","1","2",33,0,"0"
50000,"2","2","2",22,0,"0"
70000,"2","2","2",26,0,"0"
180000,"1","2","2",26,0,"0"
60000,"1","1","2",31,2,"1"
1e+05,"2","2","1",40,2,"1"
5e+05,"1","2","2",28,0,"0"
50000,"1","2","2",38,0,"0"
340000,"2","2","2",27,-1,"0"
450000,"1","1","2",31,-1,"0"
160000,"1","1","2",31,-1,"0"
180000,"1","2","1",33,0,"0"
50000,"1","2","1",25,1,"1"
5e+05,"1","2","1",38,1,"0"
80000,"2","2","2",23,-1,"0"
280000,"1","3","1",49,-1,"0"
240000,"2","5","1",41,2,"0"
20000,"2","1","2",24,0,"0"
50000,"1","2","2",27,0,"0"
1e+05,"2","1","1",42,2,"1"
80000,"2","2","2",34,1,"1"
150000,"2","1","2",40,-1,"1"
220000,"1","2","2",30,1,"1"
270000,"2","2","2",34,0,"0"
230000,"2","3","2",25,0,"0"
140000,"2","2","1",30,0,"1"
180000,"1","2","2",40,-1,"0"
140000,"2","2","2",27,1,"0"
30000,"1","2","2",35,0,"1"
80000,"1","2","1",36,0,"0"
140000,"1","2","2",30,0,"0"
20000,"1","3","2",38,0,"0"
360000,"1","1","1",37,-1,"0"
130000,"2","1","2",28,-2,"1"
70000,"2","1","1",36,1,"1"
3e+05,"1","1","2",41,-1,"0"
5e+05,"1","2","2",32,-2,"0"
20000,"1","2","2",30,0,"0"
140000,"1","2","1",45,-1,"1"
4e+05,"2","2","2",27,1,"0"
30000,"2","2","2",28,0,"1"
50000,"1","1","1",33,2,"0"
380000,"1","2","1",38,0,"0"
